roll_no,gender,race_ethnicity,parental_level_of_education,lunch,test_preparation_course,math_score,reading_score,writing_score,science_score,total_score,grade
std-364,Male,Group B,Bachelor's degree,Standard,Not complete,57,73,87,91,308,B
std-365,Male,Group B,Associate's degree,Standard,Complete,47,60,100,76,283,B
std-366,Male,Group C,Some college,Standard,Complete,94,63,72,97,326,A
std-367,Male,Group D,Associate's degree,Standard,Not complete,46,31,69,49,195,D
std-368,Male,Group D,High school,Standard,Complete,70,84,96,81,331,A
std-369,Male,Group C,Some college,Free/reduced,Complete,31,26,76,54,187,D
std-370,Male,Group B,Bachelor's degree,Standard,Not complete,87,78,100,47,312,B
std-371,Male,Group B,Master's degree,Free/reduced,Not complete,24,54,55,83,216,C
std-372,Male,Group D,High school,Free/reduced,Complete,71,97,86,83,337,A
std-373,Male,Group C,High school,Standard,Not complete,59,34,93,46,232,C
std-374,Male,Group C,Some college,Standard,Not complete,36,43,26,45,150,D
std-375,Male,Group C,Associate's degree,Free/reduced,Complete,59,65,51,58,233,C
std-376,Male,Group D,Associate's degree,Free/reduced,Complete,25,88,91,89,293,B
std-377,Male,Group C,High school,Standard,Complete,6,60,79,38,183,D
std-378,Male,Group E,High school,Standard,Complete,43,82,85,35,245,C
std-379,Male,Group A,Some college,Standard,Not complete,60,63,95,53,271,B
std-380,Male,Group D,Bachelor's degree,Free/reduced,Complete,70,100,78,89,337,A
std-381,Male,Group C,High school,Standard,Not complete,51,42,70,27,190,D
std-382,Male,Group D,High school,Free/reduced,Complete,67,49,38,58,212,C
std-383,Male,Group B,High school,Standard,Not complete,23,96,67,38,224,C
std-384,Male,Group E,Master's degree,Standard,Not complete,72,88,72,43,275,B
std-385,Male,Group C,Associate's degree,Standard,Not complete,13,24,53,31,121,Fail
std-386,Male,Group E,Bachelor's degree,Standard,Complete,89,75,52,86,302,B
std-387,Male,Group D,Some college,Standard,Complete,28,17,52,58,155,D
std-388,Male,Group E,High school,Standard,Complete,18,87,100,26,231,C
std-389,Male,Group D,Some college,Standard,Complete,45,76,75,51,247,C
std-390,Male,Group A,High school,Free/reduced,Not complete,38,100,72,44,254,B
std-391,Male,Group C,Bachelor's degree,Standard,Not complete,20,89,88,96,293,B
std-392,Male,Group C,Associate's degree,Free/reduced,Complete,48,48,87,71,254,B
std-393,Male,Group C,Some college,Standard,Not complete,19,76,61,57,213,C
std-394,Male,Group D,Associate's degree,Free/reduced,Not complete,53,72,63,67,255,B
std-395,Male,Group D,Master's degree,Free/reduced,Not complete,30,21,48,40,139,Fail
std-396,Male,Group D,High school,Free/reduced,Complete,89,99,60,62,310,B
std-397,Male,Group D,Master's degree,Standard,Not complete,36,100,61,75,272,B
std-398,Male,Group D,Bachelor's degree,Standard,Not complete,81,47,83,85,296,B
std-399,Male,Group D,High school,Standard,Complete,99,100,44,17,260,B
std-400,Male,Group D,Bachelor's degree,Standard,Not complete,27,50,51,98,226,C
std-401,Male,Group B,Associate's degree,Free/reduced,Not complete,60,100,100,56,316,B
std-402,Male,Group D,Bachelor's degree,Free/reduced,Not complete,48,71,91,98,308,B
std-403,Male,Group C,Bachelor's degree,Free/reduced,Complete,64,74,49,86,273,B
std-404,Male,Group E,Bachelor's degree,Standard,Not complete,73,73,82,29,257,B
std-405,Male,Group E,High school,Free/reduced,Complete,25,40,69,52,186,D
std-406,Male,Group D,Associate's degree,Standard,Not complete,28,25,45,37,135,Fail
std-407,Female,Group C,High school,Standard,Not complete,54,55,66,100,275,B
std-408,Male,Group A,Some college,Free/reduced,Not complete,17,59,51,61,188,D
std-409,Male,Group C,Associate's degree,Standard,Complete,85,46,76,90,297,B
std-410,Male,Group C,Bachelor's degree,Standard,Complete,27,81,62,37,207,C
std-411,Male,Group B,High school,Standard,Not complete,27,85,44,95,275,B
std-412,Male,Group A,Associate's degree,Free/reduced,Complete,75,70.12591479,69,26,247,C
std-413,Male,Group E,Associate's degree,Free/reduced,Complete,27,35,71.41579791,43,155,D
std-414,Male,Group B,High school,Standard,Not complete,72,61,37,47,217,C
std-415,Male,Group E,High school,Free/reduced,Not complete,100,73,51,100,264.7409077,A
std-416,Male,Group D,Associate's degree,Free/reduced,Complete,54,44,80,50,228,C
std-417,Male,Group B,Associate's degree,Standard,Complete,50,77,91,46,264,B
std-418,Male,Group E,High school,Free/reduced,Not complete,55,62,81,45,243,C
std-419,Male,Group E,Associate's degree,Standard,Complete,37,95,72,57,261,B
std-420,Male,Group C,Some college,Standard,Not complete,98,60,96,50,304,B
std-421,Male,Group B,Associate's degree,Free/reduced,Not complete,25,84,60,50,219,C
std-422,Male,Group B,High school,Free/reduced,Complete,53,59,30,48,190,D
std-423,Male,Group C,High school,Free/reduced,Complete,77,39,67,57,240,C
std-424,Male,Group C,Master's degree,Standard,Complete,12,70,73,59,214,C
std-425,Male,Group D,Associate's degree,Free/reduced,Complete,57,67,47,95,266,B
std-426,Male,Group C,Associate's degree,Standard,Not complete,46,61,76,86,269,B
std-427,Male,Group E,High school,Standard,Not complete,30,76,70,47,223,C
std-428,Male,Group D,High school,Standard,Not complete,45,65,55,81,246,C
std-429,Male,Group C,High school,Free/reduced,Complete,77,93,85,81,336,A
std-430,Male,Group B,Some college,Free/reduced,Not complete,17,48,73,57,195,D
std-431,Male,Group A,Master's degree,Free/reduced,Complete,35,74,100,94,303,B
std-432,Male,Group A,Some college,Free/reduced,Complete,91,98,66,100,355,A
std-433,Male,Group C,High school,Standard,Not complete,65,47,34,100,246,C
std-434,Male,Group B,Some college,Free/reduced,Not complete,74,98,88,83,343,A
std-435,Male,Group A,High school,Standard,Not complete,39,96,59,53,247,C
std-436,Male,Group A,Master's degree,Standard,Not complete,34,48,52,80,214,C
std-437,Male,Group C,Some college,Free/reduced,Complete,54,58,78,100,290,B
std-438,Male,Group D,Master's degree,Standard,Not complete,67,54,81,64,266,B
std-439,Male,Group B,High school,Free/reduced,Not complete,72,100,98,82,352,A
std-440,Male,Group D,Associate's degree,Free/reduced,Not complete,72,90,53,94,309,B
std-441,Male,Group D,High school,Standard,Complete,54,86,28,88,256,B
std-442,Male,Group E,Associate's degree,Standard,Not complete,34,53,54,57,198,D
std-443,Male,Group E,Some college,Free/reduced,Not complete,50,56,70,72,248,C
std-444,Male,Group C,High school,Free/reduced,Not complete,53,73,82,65,273,B
std-445,Male,Group B,Associate's degree,Free/reduced,Not complete,71,44,64,54,233,C
std-446,Male,Group B,Associate's degree,Standard,Not complete,48,92,73,54,267,B
std-447,Male,Group C,Master's degree,Standard,Complete,60,95,59,75,289,B
std-448,Male,Group C,High school,Free/reduced,Complete,36,64,64,55,219,C
std-449,Male,Group B,Some college,Free/reduced,Not complete,97,64,58,34,253,B
std-450,Male,Group C,Some college,Standard,Complete,49,98,84,92,323,A
std-451,Male,Group B,Bachelor's degree,Standard,Complete,78,81,51,40,250,B
std-452,Male,Group D,Associate's degree,Standard,Not complete,21,64,53,55,193,D
std-453,Male,Group B,Some college,Standard,Not complete,96,84,82,100,362,A
std-454,Male,Group D,Associate's degree,Standard,Complete,77,60,29,54,220,C
std-455,Male,Group C,High school,Standard,Complete,43,100,82,80,305,B
std-456,Male,Group C,High school,Standard,Not complete,38,100,65,87,290,B
std-457,Male,Group E,Bachelor's degree,Standard,Not complete,53,76,72,42,243,C
std-458,Male,Group C,Some college,Free/reduced,Complete,53,100,65,53,271,B
std-459,Male,Group D,Associate's degree,Standard,Complete,51,65,64,93,273,B
std-460,Male,Group C,High school,Standard,Complete,70,52,45,69,236,C
std-461,Male,Group C,High school,Free/reduced,Not complete,85,72,62,48,267,B
std-462,Male,Group D,High school,Standard,Not complete,51,48,55,61,215,C
std-463,Male,Group B,Some college,Standard,Complete,56,93,69,77,295,B
std-464,Male,Group C,Bachelor's degree,Standard,Complete,75,100,83,38,296,B
std-465,Male,Group B,Some college,Free/reduced,Complete,94,44,68,69,275,B
std-466,Male,Group D,Associate's degree,Standard,Not complete,14,95,50,41,200,C
std-467,Male,Group D,Bachelor's degree,Free/reduced,Not complete,80,67,91,70,308,B
std-468,Male,Group D,Associate's degree,Standard,Complete,16,77,89,79,261,B
std-469,Male,Group C,High school,Free/reduced,Not complete,32,82,53,74,241,C
std-470,Male,Group D,Master's degree,Free/reduced,Not complete,84,55,69,80,288,B
std-471,Male,Group B,Associate's degree,Standard,Complete,89,62,61,26,238,C
std-472,Male,Group B,Associate's degree,Free/reduced,Not complete,44,59,77,65,245,C
std-473,Male,Group D,Master's degree,Free/reduced,Not complete,57,96,52,61,266,B
std-474,Male,Group E,Associate's degree,Free/reduced,Not complete,86,77,33,33,229,C
std-475,Male,Group C,Associate's degree,Free/reduced,Complete,38,89,64,50,241,C
std-476,Male,Group C,Bachelor's degree,Free/reduced,Complete,89,46,50,89,274,B
std-477,Male,Group D,Associate's degree,Standard,Complete,46,52,76,73,247,C
std-478,Male,Group D,Master's degree,Free/reduced,Not complete,30,89,52,18,189,D
std-479,Male,Group D,Some college,Free/reduced,Not complete,30,75,78,59,242,C
std-480,Male,Group D,High school,Free/reduced,Not complete,32,43,38,57,170,D
std-481,Male,Group B,Some college,Standard,Not complete,63,76,44,47,230,C
std-482,Male,Group B,High school,Free/reduced,Complete,95,60,80,81,316,B
std-483,Male,Group D,Some college,Free/reduced,Complete,17,97,90,68,272,B
std-484,Male,Group C,Bachelor's degree,Free/reduced,Not complete,46,75,37,71,229,C
std-485,Male,Group B,Bachelor's degree,Standard,Not complete,33,55,30,76,194,D
std-486,Male,Group B,Some college,Standard,Complete,87,96,100,63,346,A
std-487,Male,Group D,Some college,Free/reduced,Complete,91,98,84,46,319,B
std-488,Male,Group D,High school,Free/reduced,Not complete,40,53,75,86,254,B
std-489,Male,Group E,Some college,Standard,Not complete,49,59,79,34,221,C
std-490,Male,Group D,High school,Standard,Not complete,23,51,69,59,202,C
std-491,Male,Group D,Bachelor's degree,Standard,Not complete,41,76,95,97,309,B
std-492,Male,Group D,High school,Standard,Not complete,29,71,71,55,226,C
std-493,Male,Group B,Associate's degree,Standard,Complete,32,25,69,39,165,D
std-494,Male,Group C,High school,Free/reduced,Complete,100,57,54,94,305,B
std-495,Male,Group C,High school,Free/reduced,Not complete,46,45,85,56,232,C
std-496,Male,Group D,Some college,Free/reduced,Not complete,18,70,44,83,215,C
std-497,Male,Group D,Associate's degree,Standard,Complete,58,66,56,90,270,B
std-498,Male,Group C,High school,Standard,Not complete,96,52,52,80,280,B
std-499,Male,Group A,High school,Free/reduced,Complete,34,86,66,91,277,B
std-500,Male,Group C,Associate's degree,Free/reduced,Not complete,77,95,61,55,288,B
std-501,Male,Group C,High school,Free/reduced,Not complete,32,54,75,35,196,D
std-502,Male,Group C,High school,Standard,Not complete,61,72,100,83,316,B
std-503,Male,Group C,High school,Standard,Complete,85,100,62,96,343,A
std-504,Male,Group D,Associate's degree,Free/reduced,Complete,15,53,57,63,188,D
std-505,Male,Group A,Some college,Free/reduced,Not complete,47,70,71,45,233,C
std-506,Male,Group C,Bachelor's degree,Free/reduced,Not complete,76,86,84,80,326,A
std-507,Male,Group D,High school,Free/reduced,Not complete,37,82,65,96,280,B
std-508,Male,Group B,High school,Standard,Not complete,60,85,72,58,275,B
std-509,Male,Group C,High school,Standard,Complete,75,91,86,65,317,B
std-510,Male,Group C,High school,Standard,Not complete,50,44,23,80,197,D
std-511,Male,Group C,Associate's degree,Free/reduced,Not complete,73,46,54,54,227,C
std-512,Male,Group B,High school,Free/reduced,Complete,39,34,72,44,189,D
std-513,Male,Group C,Some college,Standard,Complete,90,53,44,100,287,B
std-514,Male,Group C,Associate's degree,Free/reduced,Not complete,20,58,71,93,242,C
std-515,Male,Group A,Bachelor's degree,Standard,Not complete,22,86,87,68,263,B
std-516,Male,Group C,Associate's degree,Standard,Complete,44,94,75,100,313,B
std-517,Male,Group C,Some college,Free/reduced,Not complete,61,63,98,53,275,B
std-518,Male,Group C,Some college,Free/reduced,Not complete,79,46,42,48,215,C
std-519,Male,Group D,Some college,Standard,Complete,48,95,79,84,306,B
std-520,Male,Group B,High school,Free/reduced,Complete,23,68,58,48,197,D
std-521,Male,Group D,High school,Standard,Not complete,40,83,62,62,247,C
std-522,Male,Group C,Master's degree,Free/reduced,Not complete,63,69,54,80,266,B
std-523,Male,Group D,Some college,Standard,Not complete,39,83,77,75,274,B
std-524,Male,Group B,Some college,Standard,Complete,72,80,82,81,315,B
std-525,Male,Group C,Some college,Standard,Not complete,83,53,87,60,283,B
std-526,Male,Group A,High school,Standard,Not complete,38,47,67,51,203,C
std-527,Male,Group E,High school,Standard,Not complete,82,89,100,56,327,A
std-528,Male,Group B,Bachelor's degree,Standard,Not complete,73,23,80,69,245,C
std-529,Male,Group B,High school,Free/reduced,Complete,67,55,71.41579791,66.063045,267,B
std-530,Male,Group B,Master's degree,Free/reduced,Not complete,71,70.12591479,54,57,259,B
std-531,Male,Group E,Some college,Standard,Not complete,27,54,67,46,212,C
std-532,Male,Group B,Associate's degree,Free/reduced,Complete,64,71,71,61,267,B
std-533,Male,Group D,Bachelor's degree,Free/reduced,Not complete,20,64,42,43,169,D
std-534,Male,Group C,Some college,Standard,Not complete,99,77,43,61,280,B
std-535,Male,Group C,Associate's degree,Standard,Not complete,25,100,56,30,211,C
std-536,Female,Group C,Associate's degree,Free/reduced,Complete,14,90,98,85,287,B
std-537,Male,Group C,Bachelor's degree,Standard,Not complete,25,45,83,55,208,C
std-538,Male,Group C,High school,Standard,Complete,47,48,78,89,262,B
std-539,Male,Group C,High school,Standard,Not complete,96,91,66,86,339,A
std-540,Male,Group C,Bachelor's degree,Free/reduced,Not complete,31,57,73,82,243,C
std-541,Male,Group E,Associate's degree,Free/reduced,Not complete,50,34,39,80,203,C
std-542,Male,Group D,High school,Free/reduced,Not complete,40,82,25,82,229,C
std-543,Male,Group C,Master's degree,Free/reduced,Complete,54,86,79,73,292,B
std-544,Male,Group C,Master's degree,Standard,Not complete,30,35,40,22,127,Fail
std-545,Male,Group E,Some college,Standard,Complete,40,82,84,72,278,B
std-546,Male,Group B,Bachelor's degree,Free/reduced,Not complete,39,86,63,72,260,B
std-547,Male,Group D,High school,Standard,Complete,49,60,79,83,271,B
std-548,Male,Group C,Some college,Standard,Complete,89,51,84,45,269,B
std-549,Male,Group B,Master's degree,Standard,Not complete,27,69,80,27,203,C
std-550,Male,Group C,High school,Free/reduced,Complete,27,73,69,64,233,C
std-551,Male,Group D,Associate's degree,Free/reduced,Not complete,42,93,55,100,290,B
std-552,Male,Group B,Some college,Free/reduced,Not complete,36,73,72,100,281,B
std-553,Male,Group C,High school,Standard,Not complete,53,53,23,51,180,D
std-554,Male,Group B,High school,Free/reduced,Complete,100,45,66,82,293,B
std-555,Male,Group C,Some college,Free/reduced,Not complete,43,72,100,38,253,B
std-556,Male,Group A,High school,Standard,Not complete,72,40,83,92,287,B
std-557,Male,Group E,Bachelor's degree,Standard,Not complete,43,100,82,72,297,B
std-558,Male,Group D,High school,Free/reduced,Not complete,68,83,92,66,309,B
std-559,Male,Group E,Master's degree,Free/reduced,Not complete,52,27,80,49,208,C
std-560,Male,Group D,Bachelor's degree,Free/reduced,Complete,100,91,72,55,318,B
std-561,Male,Group C,Master's degree,Standard,Not complete,62,53,68,55,238,C
std-562,Male,Group C,Some college,Standard,Not complete,34,51,47,42,174,D
std-563,Male,Group E,Associate's degree,Standard,Not complete,62,83,56,31,232,C
std-564,Male,Group D,Some college,Standard,Complete,31,51,68,54,204,C
std-565,Male,Group C,Some college,Standard,Not complete,55,72,96,75,298,B
std-566,Male,Group D,Some college,Free/reduced,Not complete,83,94,100,86,363,A
std-567,Male,Group A,High school,Free/reduced,Not complete,25,56,81,71,233,C
std-568,Male,Group B,Master's degree,Standard,Not complete,22,100,41,48,211,C
std-569,Male,Group B,Bachelor's degree,Standard,Complete,49,67,60,9,185,D
std-570,Male,Group D,Some college,Standard,Not complete,97,55,71,87,310,B
std-571,Male,Group D,High school,Standard,Not complete,70,63,100,48,281,B
std-572,Male,Group C,Bachelor's degree,Standard,Not complete,25,22,66,70,183,D
std-573,Male,Group D,Master's degree,Free/reduced,Not complete,78,42,91,100,311,B
std-574,Male,Group B,High school,Standard,Complete,58,95,100,88,341,A
std-575,Male,Group D,Some college,Free/reduced,Complete,0,48,86,82,216,C
std-576,Male,Group B,Some college,Standard,Complete,51,58,76,81,266,B
std-577,Male,Group E,High school,Standard,Complete,45,100,87,59,291,B
std-578,Male,Group C,Associate's degree,Free/reduced,Complete,23,97,49,44,213,C
std-579,Male,Group B,High school,Free/reduced,Not complete,100,31,74,74,279,B
std-580,Male,Group C,High school,Standard,Not complete,40,61,65,67,233,C
