roll_no,gender,race_ethnicity,parental_level_of_education,lunch,test_preparation_course,math_score,reading_score,writing_score,science_score,total_score,grade
std-299,Male,Group B,Bachelor's degree,Free/reduced,Not complete,73,79.0,56.0,66.0,274.0,B
std-300,Male,Group C,High school,Free/reduced,Not complete,67,100.0,64.0,80.0,311.0,B
std-301,Male,Group D,Master's degree,Standard,Not complete,44,17.0,57.0,64.0,182.0,D
std-302,Male,Group C,High school,Free/reduced,Not complete,47,85.0,65.0,25.0,222.0,C
std-303,Male,Group D,Bachelor's degree,Standard,Not complete,75,96.0,100.0,100.0,371.0,A
std-304,Male,Group A,Associate's degree,Free/reduced,Complete,39,82.0,53.0,73.0,247.0,C
std-305,Male,Group B,High school,Free/reduced,Complete,44,76.0,53.0,10.0,183.0,D
std-306,Male,Group B,High school,Standard,Not complete,37,100.0,70.0,87.0,294.0,B
std-307,Male,Group A,Bachelor's degree,Standard,Complete,58,69.0,86.0,50.0,263.0,B
std-308,Male,Group E,Bachelor's degree,Standard,Not complete,72,62.0,48.0,82.0,264.0,B
std-309,Male,Group E,Some college,Free/reduced,Not complete,26,76.0,85.0,59.0,246.0,C
std-310,Male,Group C,Associate's degree,Free/reduced,Not complete,25,44.0,56.0,39.0,164.0,D
std-311,Male,Group C,High school,Standard,Not complete,59,100.0,69.0,75.0,303.0,B
std-312,Male,Group C,High school,Standard,Not complete,98,100.0,95.0,67.0,360.0,A
std-313,Male,Group B,Bachelor's degree,Free/reduced,Complete,63,100.0,55.0,38.0,256.0,B
std-314,Male,Group E,High school,Standard,Not complete,64,99.0,77.0,89.0,329.0,A
std-315,Male,Group C,Some college,Free/reduced,Not complete,25,51.0,95.0,48.0,219.0,C
std-316,Male,Group C,Associate's degree,Standard,Complete,75,67.0,80.0,49.0,271.0,B
std-317,Male,Group B,Some college,Free/reduced,Complete,17,68.0,69.0,23.0,177.0,D
std-318,Male,Group D,Bachelor's degree,Free/reduced,Complete,69,57.0,79.0,64.0,269.0,B
std-319,Male,Group D,Master's degree,Free/reduced,Complete,29,93.0,69.0,60.0,251.0,B
std-320,Male,Group D,Some college,Standard,Not complete,37,44.0,62.0,69.0,212.0,C
std-321,Male,Group D,Associate's degree,Free/reduced,Not complete,49,62.0,16.0,75.0,202.0,C
std-322,Male,Group E,Associate's degree,Free/reduced,Complete,98,60.0,70.0,69.0,297.0,B
std-323,Male,Group D,Master's degree,Standard,Not complete,30,63.0,73.0,43.0,209.0,C
std-324,Male,Group E,Master's degree,Free/reduced,Complete,71,100.0,73.0,40.0,284.0,B
std-325,Male,Group C,High school,Free/reduced,Not complete,39,58.0,34.0,46.0,177.0,D
std-326,Male,Group D,High school,Free/reduced,Complete,19,46.0,67.0,9.0,141.0,Fail
std-327,Male,Group B,Master's degree,Standard,Complete,35,95.0,57.0,57.0,244.0,C
std-328,Male,Group C,High school,Standard,Not complete,42,100.0,100.0,80.0,322.0,A
std-329,Male,Group B,Associate's degree,Standard,Complete,86,71.0,59.0,47.0,263.0,B
std-330,Male,Group B,Bachelor's degree,Standard,Complete,46,94.0,100.0,64.0,304.0,B
std-331,Male,Group D,Bachelor's degree,Free/reduced,Complete,77,75.0,63.0,32.0,247.0,C
std-332,Male,Group E,Some college,Standard,Complete,79,44.0,70.0,78.0,271.0,B
std-333,Male,Group B,Some college,Standard,Complete,62,83.0,55.0,58.0,258.0,B
std-334,Male,Group C,Bachelor's degree,Standard,Not complete,57,92.0,96.0,79.0,324.0,A
std-335,Male,Group A,High school,Free/reduced,Complete,30,59.0,48.0,42.0,179.0,D
std-336,Male,Group C,High school,Free/reduced,Complete,45,74.0,59.0,100.0,278.0,B
std-337,Male,Group A,High school,Standard,Not complete,77,96.0,58.0,90.0,321.0,A
std-338,Male,Group D,High school,Standard,Complete,43,35.0,80.0,82.0,240.0,C
std-339,Male,Group A,High school,Free/reduced,Not complete,31,78.0,34.0,47.0,190.0,D
std-340,Male,Group C,High school,Standard,Not complete,30,100.0,87.0,54.0,271.0,B
std-341,Male,Group C,High school,Free/reduced,Not complete,61,89.0,79.0,80.0,309.0,B
std-342,Male,Group D,High school,Standard,Complete,61,89.0,86.0,71.0,307.0,B
std-343,Male,Group E,High school,Standard,Not complete,92,70.0,45.0,69.0,276.0,B
std-344,Male,Group B,Some college,Standard,Not complete,50,78.0,54.0,69.0,251.0,B
std-345,Male,Group B,Bachelor's degree,Free/reduced,Complete,75,86.0,63.0,56.0,280.0,B
std-346,Male,Group D,Associate's degree,Standard,Not complete,43,51.0,83.0,64.0,241.0,C
std-347,Male,Group A,High school,Standard,Not complete,64,71.0,69.0,64.0,268.0,B
std-348,Male,Group C,Associate's degree,Standard,Not complete,19,17.0,83.0,63.0,182.0,D
std-349,Male,Group C,Associate's degree,Standard,Not complete,17,82.0,65.0,89.0,253.0,B
std-350,Male,Group B,High school,Free/reduced,Complete,68,100.0,77.0,89.0,334.0,A
std-351,Male,Group C,High school,Free/reduced,Not complete,54,79.0,36.0,94.0,263.0,B
std-352,Male,Group C,Associate's degree,Free/reduced,Not complete,79,91.0,83.0,66.0,319.0,B
std-353,Male,Group D,High school,Free/reduced,Complete,51,44.0,67.0,82.0,244.0,C
std-354,Male,Group D,High school,Standard,Not complete,24,81.0,53.0,45.0,203.0,C
std-355,Male,Group B,Associate's degree,Free/reduced,Complete,79,67.0,76.0,54.0,276.0,B
std-356,Male,Group B,High school,Standard,Not complete,19,78.0,56.0,75.0,228.0,C
std-357,Male,Group B,Some college,Standard,Not complete,52,76.0,68.0,59.0,255.0,B
std-358,Male,Group D,Some college,Free/reduced,Not complete,28,75.0,30.0,32.0,165.0,D
std-359,Male,Group C,High school,Free/reduced,Not complete,86,66.0,43.0,12.0,207.0,C
std-360,Male,Group C,High school,Standard,Not complete,50,100.0,76.0,62.0,288.0,B
std-361,Male,Group C,Associate's degree,Standard,Complete,50,55.0,66.0,79.0,250.0,B
std-362,Male,Group C,High school,Standard,Not complete,20,47.0,54.0,61.0,182.0,D
std-363,Male,Group D,Bachelor's degree,Standard,Complete,17,81.0,52.0,90.0,240.0,C
std-364,Male,Group B,Bachelor's degree,Standard,Not complete,57,73.0,87.0,91.0,308.0,B
std-365,Male,Group B,Associate's degree,Standard,Complete,47,60.0,100.0,76.0,283.0,B
std-366,Male,Group C,Some college,Standard,Complete,94,63.0,72.0,97.0,326.0,A
std-367,Male,Group D,Associate's degree,Standard,Not complete,46,31.0,69.0,49.0,195.0,D
std-368,Male,Group D,High school,Standard,Complete,70,84.0,96.0,81.0,331.0,A
std-369,Male,Group C,Some college,Free/reduced,Complete,31,26.0,76.0,54.0,187.0,D
std-370,Male,Group B,Bachelor's degree,Standard,Not complete,87,78.0,100.0,47.0,312.0,B
std-371,Male,Group B,Master's degree,Free/reduced,Not complete,24,54.0,55.0,83.0,216.0,C
std-372,Male,Group D,High school,Free/reduced,Complete,71,97.0,86.0,83.0,337.0,A
std-373,Male,Group C,High school,Standard,Not complete,59,34.0,93.0,46.0,232.0,C
std-374,Male,Group C,Some college,Standard,Not complete,36,43.0,26.0,45.0,150.0,D
std-375,Male,Group C,Associate's degree,Free/reduced,Complete,59,65.0,51.0,58.0,233.0,C
std-376,Male,Group D,Associate's degree,Free/reduced,Complete,25,88.0,91.0,89.0,293.0,B
std-377,Male,Group C,High school,Standard,Complete,6,60.0,79.0,38.0,183.0,D
std-378,Male,Group E,High school,Standard,Complete,43,82.0,85.0,35.0,245.0,C
std-379,Male,Group A,Some college,Standard,Not complete,60,63.0,95.0,53.0,271.0,B
std-380,Male,Group D,Bachelor's degree,Free/reduced,Complete,70,100.0,78.0,89.0,337.0,A
std-381,Male,Group C,High school,Standard,Not complete,51,42.0,70.0,27.0,190.0,D
std-382,Male,Group D,High school,Free/reduced,Complete,67,49.0,38.0,58.0,212.0,C
std-383,Male,Group B,High school,Standard,Not complete,23,96.0,67.0,38.0,224.0,C
std-384,Male,Group E,Master's degree,Standard,Not complete,72,88.0,72.0,43.0,275.0,B
std-385,Male,Group C,Associate's degree,Standard,Not complete,13,24.0,53.0,31.0,121.0,Fail
std-386,Male,Group E,Bachelor's degree,Standard,Complete,89,75.0,52.0,86.0,302.0,B
std-387,Male,Group D,Some college,Standard,Complete,28,17.0,52.0,58.0,155.0,D
std-388,Male,Group E,High school,Standard,Complete,18,87.0,100.0,26.0,231.0,C
std-389,Male,Group D,Some college,Standard,Complete,45,76.0,75.0,51.0,247.0,C
std-390,Male,Group A,High school,Free/reduced,Not complete,38,100.0,72.0,44.0,254.0,B
std-391,Male,Group C,Bachelor's degree,Standard,Not complete,20,89.0,88.0,96.0,293.0,B
std-392,Male,Group C,Associate's degree,Free/reduced,Complete,48,48.0,87.0,71.0,254.0,B
std-393,Male,Group C,Some college,Standard,Not complete,19,76.0,61.0,57.0,213.0,C
std-394,Male,Group D,Associate's degree,Free/reduced,Not complete,53,72.0,63.0,67.0,255.0,B
std-395,Male,Group D,Master's degree,Free/reduced,Not complete,30,21.0,48.0,40.0,139.0,Fail
std-396,Male,Group D,High school,Free/reduced,Complete,89,99.0,60.0,62.0,310.0,B
std-397,Male,Group D,Master's degree,Standard,Not complete,36,100.0,61.0,75.0,272.0,B
std-398,Male,Group D,Bachelor's degree,Standard,Not complete,81,47.0,83.0,85.0,296.0,B
std-399,Male,Group D,High school,Standard,Complete,99,100.0,44.0,17.0,260.0,B
std-400,Male,Group D,Bachelor's degree,Standard,Not complete,27,50.0,51.0,98.0,226.0,C
std-401,Male,Group B,Associate's degree,Free/reduced,Not complete,60,100.0,100.0,56.0,316.0,B
std-402,Male,Group D,Bachelor's degree,Free/reduced,Not complete,48,71.0,91.0,98.0,308.0,B
std-403,Male,Group C,Bachelor's degree,Free/reduced,Complete,64,74.0,49.0,86.0,273.0,B
std-404,Male,Group E,Bachelor's degree,Standard,Not complete,73,73.0,82.0,29.0,257.0,B
std-405,Male,Group E,High school,Free/reduced,Complete,25,40.0,69.0,52.0,186.0,D
std-406,Male,Group D,Associate's degree,Standard,Not complete,28,25.0,45.0,37.0,135.0,Fail
std-407,Female,Group C,High school,Standard,Not complete,54,55.0,66.0,100.0,275.0,B
std-408,Male,Group A,Some college,Free/reduced,Not complete,17,59.0,51.0,61.0,188.0,D
std-409,Male,Group C,Associate's degree,0.6442461908580593,Complete,85,46.0,76.0,90.0,297.0,B
std-410,Male,Group C,Bachelor's degree,Standard,0.3886939961912398,27,81.0,62.0,37.0,207.0,C
std-411,Male,Group B,High school,Standard,Not complete,27,85.0,44.0,95.0,275.0,B
std-412,Male,Group A,Associate's degree,Free/reduced,Complete,75,70.12591478696741,69.0,26.0,247.0,C
std-413,Male,Group E,Associate's degree,Free/reduced,Complete,27,35.0,71.41579791499599,43.0,155.0,D
std-414,Male,Group B,High school,Standard,Not complete,72,61.0,37.0,47.0,217.0,C
std-415,Male,Group E,High school,Free/reduced,Not complete,100,73.0,51.0,100.0,264.7409077246769,A
std-416,Male,Group D,Associate's degree,Free/reduced,Complete,54,44.0,80.0,50.0,228.0,C
std-417,Male,Group B,Associate's degree,Standard,Complete,50,77.0,91.0,46.0,264.0,B
std-418,Male,Group E,High school,Free/reduced,Not complete,55,62.0,81.0,45.0,243.0,C
std-419,Male,Group E,Associate's degree,Standard,Complete,37,95.0,72.0,57.0,261.0,B
std-420,Male,Group C,Some college,Standard,Not complete,98,60.0,96.0,50.0,304.0,B
std-421,Male,Group B,Associate's degree,Free/reduced,Not complete,25,84.0,60.0,50.0,219.0,C
std-422,Male,Group B,High school,Free/reduced,Complete,53,59.0,30.0,48.0,190.0,D
std-423,Male,Group C,High school,Free/reduced,Complete,77,39.0,67.0,57.0,240.0,C
std-424,Male,Group C,Master's degree,Standard,Complete,12,70.0,73.0,59.0,214.0,C
std-425,Male,Group D,Associate's degree,Free/reduced,Complete,57,67.0,47.0,95.0,266.0,B
std-426,Male,Group C,Associate's degree,Standard,Not complete,46,61.0,76.0,86.0,269.0,B
std-427,Male,Group E,High school,Standard,Not complete,30,76.0,70.0,47.0,223.0,C
std-428,Male,Group D,High school,Standard,Not complete,45,65.0,55.0,81.0,246.0,C
std-429,Male,Group C,High school,Free/reduced,Complete,77,93.0,85.0,81.0,336.0,A
std-430,Male,Group B,Some college,Free/reduced,Not complete,17,48.0,73.0,57.0,195.0,D
std-431,Male,Group A,Master's degree,Free/reduced,Complete,35,74.0,100.0,94.0,303.0,B
std-432,Male,Group A,Some college,Free/reduced,Complete,91,98.0,66.0,100.0,355.0,A
std-433,Male,Group C,High school,Standard,Not complete,65,47.0,34.0,100.0,246.0,C
std-434,Male,Group B,Some college,Free/reduced,Not complete,74,98.0,88.0,83.0,343.0,A
std-435,Male,Group A,High school,Standard,Not complete,39,96.0,59.0,53.0,247.0,C
std-436,Male,Group A,Master's degree,Standard,Not complete,34,48.0,52.0,80.0,214.0,C
std-437,Male,Group C,Some college,Free/reduced,Complete,54,58.0,78.0,100.0,290.0,B
std-438,Male,Group D,Master's degree,Standard,Not complete,67,54.0,81.0,64.0,266.0,B
std-439,Male,Group B,High school,Free/reduced,Not complete,72,100.0,98.0,82.0,352.0,A
std-440,Male,Group D,Associate's degree,Free/reduced,Not complete,72,90.0,53.0,94.0,309.0,B
std-441,Male,Group D,High school,Standard,Complete,54,86.0,28.0,88.0,256.0,B
std-442,Male,Group E,Associate's degree,Standard,Not complete,34,53.0,54.0,57.0,198.0,D
std-443,Male,Group E,Some college,Free/reduced,Not complete,50,56.0,70.0,72.0,248.0,C
std-444,Male,Group C,High school,Free/reduced,Not complete,53,73.0,82.0,65.0,273.0,B
std-445,Male,Group B,Associate's degree,Free/reduced,Not complete,71,44.0,64.0,54.0,233.0,C
std-446,Male,Group B,Associate's degree,Standard,Not complete,48,92.0,73.0,54.0,267.0,B
std-447,Male,Group C,Master's degree,Standard,Complete,60,95.0,59.0,75.0,289.0,B
std-448,Male,Group C,High school,Free/reduced,Complete,36,64.0,64.0,55.0,219.0,C
std-449,Male,Group B,Some college,Free/reduced,Not complete,97,64.0,58.0,34.0,253.0,B
std-450,Male,Group C,Some college,Standard,Complete,49,98.0,84.0,92.0,323.0,A
std-451,Male,Group B,Bachelor's degree,Standard,Complete,78,81.0,51.0,40.0,250.0,B
std-452,Male,Group D,Associate's degree,Standard,Not complete,21,64.0,53.0,55.0,193.0,D
std-453,Male,Group B,Some college,Standard,Not complete,96,84.0,82.0,100.0,362.0,A
std-454,Male,Group D,Associate's degree,Standard,Complete,77,60.0,29.0,54.0,220.0,C
std-455,Male,Group C,High school,Standard,Complete,43,100.0,82.0,80.0,305.0,B
std-456,Male,Group C,High school,Standard,Not complete,38,100.0,65.0,87.0,290.0,B
std-457,Male,Group E,Bachelor's degree,Standard,Not complete,53,76.0,72.0,42.0,243.0,C
std-458,Male,Group C,Some college,Free/reduced,Complete,53,100.0,65.0,53.0,271.0,B
std-459,Male,Group D,Associate's degree,Standard,Complete,51,65.0,64.0,93.0,273.0,B
std-460,Male,Group C,High school,Standard,Complete,70,52.0,45.0,69.0,236.0,C
std-461,Male,Group C,High school,Free/reduced,Not complete,85,72.0,62.0,48.0,267.0,B
std-462,Male,Group D,High school,Standard,Not complete,51,48.0,55.0,61.0,215.0,C
std-463,Male,Group B,Some college,Standard,Complete,56,93.0,69.0,77.0,295.0,B
std-464,Male,Group C,Bachelor's degree,Standard,Complete,75,100.0,83.0,38.0,296.0,B
std-465,Male,Group B,Some college,Free/reduced,Complete,94,44.0,68.0,69.0,275.0,B
std-466,Male,Group D,Associate's degree,Standard,Not complete,14,95.0,50.0,41.0,200.0,C
std-467,Male,Group D,Bachelor's degree,Free/reduced,Not complete,80,67.0,91.0,70.0,308.0,B
std-468,Male,Group D,Associate's degree,Standard,Complete,16,77.0,89.0,79.0,261.0,B
std-469,Male,Group C,High school,Free/reduced,Not complete,32,82.0,53.0,74.0,241.0,C
std-470,Male,Group D,Master's degree,Free/reduced,Not complete,84,55.0,69.0,80.0,288.0,B
std-471,Male,Group B,Associate's degree,Standard,Complete,89,62.0,61.0,26.0,238.0,C
std-472,Male,Group B,Associate's degree,Free/reduced,Not complete,44,59.0,77.0,65.0,245.0,C
std-473,Male,Group D,Master's degree,Free/reduced,Not complete,57,96.0,52.0,61.0,266.0,B
std-474,Male,Group E,Associate's degree,Free/reduced,Not complete,86,77.0,33.0,33.0,229.0,C
std-475,Male,Group C,Associate's degree,Free/reduced,Complete,38,89.0,64.0,50.0,241.0,C
std-476,Male,Group C,Bachelor's degree,Free/reduced,Complete,89,46.0,50.0,89.0,274.0,B
std-477,Male,Group D,Associate's degree,Standard,Complete,46,52.0,76.0,73.0,247.0,C
std-478,Male,Group D,Master's degree,Free/reduced,Not complete,30,89.0,52.0,18.0,189.0,D
std-479,Male,Group D,Some college,Free/reduced,Not complete,30,75.0,78.0,59.0,242.0,C
std-480,Male,Group D,High school,Free/reduced,Not complete,32,43.0,38.0,57.0,170.0,D
std-481,Male,Group B,Some college,Standard,Not complete,63,76.0,44.0,47.0,230.0,C
std-482,Male,Group B,High school,Free/reduced,Complete,95,60.0,80.0,81.0,316.0,B
std-483,Male,Group D,Some college,Free/reduced,Complete,17,97.0,90.0,68.0,272.0,B
std-484,Male,Group C,Bachelor's degree,Free/reduced,Not complete,46,75.0,37.0,71.0,229.0,C
std-485,Male,Group B,Bachelor's degree,Standard,Not complete,33,55.0,30.0,76.0,194.0,D
std-486,Male,Group B,Some college,Standard,Complete,87,96.0,100.0,63.0,346.0,A
std-487,Male,Group D,Some college,Free/reduced,Complete,91,98.0,84.0,46.0,319.0,B
std-488,Male,Group D,High school,Free/reduced,Not complete,40,53.0,75.0,86.0,254.0,B
std-489,Male,Group E,Some college,Standard,Not complete,49,59.0,79.0,34.0,221.0,C
std-490,Male,Group D,High school,Standard,Not complete,23,51.0,69.0,59.0,202.0,C
std-491,Male,Group D,Bachelor's degree,Standard,Not complete,41,76.0,95.0,97.0,309.0,B
std-492,Male,Group D,High school,Standard,Not complete,29,71.0,71.0,55.0,226.0,C
std-493,Male,Group B,Associate's degree,Standard,Complete,32,25.0,69.0,39.0,165.0,D
std-494,Male,Group C,High school,Free/reduced,Complete,100,57.0,54.0,94.0,305.0,B
std-495,Male,Group C,High school,Free/reduced,Not complete,46,45.0,85.0,56.0,232.0,C
std-496,Male,Group D,Some college,Free/reduced,Not complete,18,70.0,44.0,83.0,215.0,C
std-497,Male,Group D,Associate's degree,Standard,Complete,58,66.0,56.0,90.0,270.0,B
std-498,Male,Group C,High school,Standard,Not complete,96,52.0,52.0,80.0,280.0,B
std-499,Male,Group A,High school,Free/reduced,Complete,34,86.0,66.0,91.0,277.0,B
std-500,Male,Group C,Associate's degree,Free/reduced,Not complete,77,95.0,61.0,55.0,288.0,B
std-501,Male,Group C,High school,Free/reduced,Not complete,32,54.0,75.0,35.0,196.0,D
std-502,Male,Group C,High school,Standard,Not complete,61,72.0,100.0,83.0,316.0,B
std-503,Male,Group C,High school,Standard,Complete,85,100.0,62.0,96.0,343.0,A
std-504,Male,Group D,Associate's degree,Free/reduced,Complete,15,53.0,57.0,63.0,188.0,D
std-505,Male,Group A,Some college,Free/reduced,Not complete,47,70.0,71.0,45.0,233.0,C
std-506,Male,Group C,Bachelor's degree,Free/reduced,Not complete,76,86.0,84.0,80.0,326.0,A
std-507,Male,Group D,High school,Free/reduced,Not complete,37,82.0,65.0,96.0,280.0,B
std-508,Male,Group B,High school,Standard,Not complete,60,85.0,72.0,58.0,275.0,B
std-509,Male,Group C,High school,Standard,Complete,75,91.0,86.0,65.0,317.0,B
std-510,Male,Group C,High school,Standard,Not complete,50,44.0,23.0,80.0,197.0,D
std-511,Male,Group C,Associate's degree,Free/reduced,Not complete,73,46.0,54.0,54.0,227.0,C
std-512,Male,Group B,High school,Free/reduced,Complete,39,34.0,72.0,44.0,189.0,D
std-513,Male,Group C,Some college,Standard,Complete,90,53.0,44.0,100.0,287.0,B
std-514,Male,Group C,Associate's degree,Free/reduced,Not complete,20,58.0,71.0,93.0,242.0,C
std-515,Male,Group A,Bachelor's degree,Standard,Not complete,22,86.0,87.0,68.0,263.0,B
std-516,Male,Group C,Associate's degree,Standard,Complete,44,94.0,75.0,100.0,313.0,B
std-517,Male,Group C,Some college,Free/reduced,Not complete,61,63.0,98.0,53.0,275.0,B
std-518,Male,Group C,Some college,Free/reduced,Not complete,79,46.0,42.0,48.0,215.0,C
std-519,Male,Group D,Some college,Standard,Complete,48,95.0,79.0,84.0,306.0,B
std-520,Male,Group B,High school,Free/reduced,Complete,23,68.0,58.0,48.0,197.0,D
std-521,Male,Group D,High school,Standard,Not complete,40,83.0,62.0,62.0,247.0,C
std-522,Male,Group C,Master's degree,Free/reduced,Not complete,63,69.0,54.0,80.0,266.0,B
std-523,Male,Group D,Some college,Standard,Not complete,39,83.0,77.0,75.0,274.0,B
